Data,Valor,Tipo,CentroCusto,Detalhe,Banco
2024-09-03,781.0,Entrada,Laboratorio,Dinheiro,
2024-09-03,0.0,Entrada,Clinica,Crédito,Santander
2024-09-03,27.99,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-03,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-03,1619.0,Saída,Comissões,,
2024-09-03,0.0,Saída,Pagamentos, ,C6
2024-09-03,0.0,Entrada,Laboratorio,Crédito,Santander
2024-09-03,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-03,209.9,Saída,Pagamentos, ,Santander
2024-09-03,475.0,Entrada,Clinica,Pix,
2024-09-03,0.0,Saída,Comissões,Pix,
2024-09-03,0.0,Entrada,Conta,Convenios,SUS
2024-09-03,774.0,Entrada,Clinica,Dinheiro,
2024-09-03,0.0,Entrada,Conta,Convenios,IPES
2024-09-03,0.0,Saída,Pagamentos,Tarifa,Santander
2024-09-03,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-04,0.0,Entrada,Laboratorio,Crédito,Santander
2024-09-04,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-04,305.0,Entrada,Laboratorio,Pix,
2024-09-04,2205.0,Saída,Comissões,,
2024-09-04,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-04,0.0,Entrada,Conta,Convenios,IPES
2024-09-04,0.0,Saída,Comissões,Pix,
2024-09-04,270.0,Entrada,Laboratorio,Dinheiro,
2024-09-04,0.0,Saída,Pagamentos,Tarifa,Santander
2024-09-04,0.0,Saída,Pagamentos, ,C6
2024-09-04,48.35,Reforço,,,
2024-09-04,0.0,Entrada,Clinica,Crédito,Santander
2024-09-04,2320.0,Entrada,Clinica,Dinheiro,
2024-09-04,0.0,Entrada,Conta,Convenios,SUS
2024-09-04,29.07,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-04,0.0,Saída,Pagamentos, ,Santander
2024-09-04,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-04,500.0,Entrada,Clinica,Pix,
2024-09-04,0.0,Entrada,Conta,Convenios,SESI
2024-09-04,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-04,0.0,Saída,Pix,,
2024-09-04,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-04,0.0,Entrada,Clinica,Débito,Santander
2024-09-04,230.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-04,0.0,Saída,Dinheiro,,
2024-09-05,0.0,Saída,Pix,,
2024-09-05,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-05,0.0,Entrada,Conta,Convenios,IPES
2024-09-05,0.0,Saída,Dinheiro,,
2024-09-05,39.97000000000003,Saída,Pagamentos,Tarifa,Santander
2024-09-05,1927.81,Saída,Pagamentos, ,Santander
2024-09-05,302.66,Entrada,Laboratorio,Crédito,Santander
2024-09-05,0.0,Entrada,Conta,Convenios,SESI
2024-09-05,0.0,Entrada,Clinica,Débito,Santander
2024-09-05,1622.0,Entrada,Clinica,Dinheiro,
2024-09-05,0.0,Entrada,Conta,Convenios,SUS
2024-09-05,1926.0,Saída,Comissões,,
2024-09-05,443.2,Saída,Comissões,Pix,
2024-09-05,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-05,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-05,0.0,Saída,Pagamentos, ,C6
2024-09-05,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-05,108.0,Entrada,Clinica,Crédito,Santander
2024-09-05,180.0,Entrada,Laboratorio,Dinheiro,
2024-09-05,977.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-05,130.0,Entrada,Laboratorio,Pix,
2024-09-05,129.86,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-05,19.0,Entrada,Clinica,Pix,
2024-09-05,63.35,Reforço,,,
2024-09-05,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-06,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-06,11724.89,Saída,Pagamentos, ,Santander
2024-09-06,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-06,459.0,Entrada,Clinica,Dinheiro,
2024-09-06,0.0,Saída,Pix,,
2024-09-06,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-06,0.0,Entrada,Clinica,Débito,Santander
2024-09-06,0.0,Entrada,Conta,Convenios,SUS
2024-09-06,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-06,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-06,198.0,Entrada,Clinica,Pix,
2024-09-06,506.0,Entrada,Laboratorio,Dinheiro,
2024-09-06,0.0,Entrada,Laboratorio,Pix,
2024-09-06,94.0,Saída,Dinheiro,,
2024-09-06,-60.65,Reforço,,,
2024-09-06,0.0,Entrada,Conta,Convenios,SESI
2024-09-06,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-06,280.0,Entrada,Clinica,Crédito,Santander
2024-09-06,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-06,0.0,Saída,Pagamentos, ,C6
2024-09-06,0.0,Entrada,Conta,Convenios,IPES
2024-09-06,12.879999999999995,Saída,Pagamentos,Tarifa,Santander
2024-09-06,0.0,Saída,Comissões,Pix,
2024-09-06,0.0,Entrada,Laboratorio,Crédito,Santander
2024-09-06,750.0,Saída,Comissões,,
2024-09-09,0.0,Entrada,Clinica,Débito,Santander
2024-09-09,4988.16,Saída,Pagamentos, ,Santander
2024-09-09,1459.95,Saída,Comissões,Pix,
2024-09-09,0.0,Entrada,Clinica,Pix,
2024-09-09,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-09,0.0,Saída,Pix,,
2024-09-09,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-09,600.0,Entrada,Clinica,Dinheiro,
2024-09-09,0.0,Entrada,Conta,Convenios,IPES
2024-09-09,0.0,Entrada,Conta,Convenios,SUS
2024-09-09,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-09,438.0,Entrada,Laboratorio,Dinheiro,
2024-09-09,0.0,Entrada,Conta,Convenios,SESI
2024-09-09,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-09,0.2199999999999988,Saída,Pagamentos,Tarifa,Santander
2024-09-09,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-09,249.0,Entrada,Laboratorio,Pix,
2024-09-09,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-09,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-09,900.0,Saída,Comissões,,
2024-09-09,60.35,Reforço,,,
2024-09-09,13.2,Entrada,Laboratorio,Crédito,Santander
2024-09-09,0.0,Saída,Pagamentos, ,C6
2024-09-09,82.0,Saída,Dinheiro,,
2024-09-09,0.0,Entrada,Clinica,Crédito,Santander
2024-09-10,710.0,Entrada,Laboratorio,Dinheiro,
2024-09-10,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-10,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-10,7.410000000000011,Saída,Pagamentos,Tarifa,Santander
2024-09-10,0.0,Entrada,Conta,Convenios,IPES
2024-09-10,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-10,0.0,Entrada,Laboratorio,Crédito,Santander
2024-09-10,1854.85,Entrada,Conta,Convenios,SESI
2024-09-10,198.35,Reforço,,,
2024-09-10,399.8200000000001,Saída,Dinheiro,,
2024-09-10,0.0,Entrada,Conta,Convenios,SUS
2024-09-10,920.0,Entrada,Laboratorio,Pix,
2024-09-10,714.0,Saída,Comissões,,
2024-09-10,140.0,Entrada,Clinica,Crédito,Santander
2024-09-10,230.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-10,197.32,Saída,Pix,,
2024-09-10,29.07,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-10,320.0,Entrada,Clinica,Dinheiro,
2024-09-10,0.0,Saída,Pagamentos, ,C6
2024-09-10,1050.0,Saída,Pagamentos, ,Santander
2024-09-10,0.0,Saída,Comissões,Pix,
2024-09-10,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-10,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-10,200.0,Entrada,Clinica,Pix,
2024-09-10,0.0,Entrada,Clinica,Débito,Santander
2024-09-11,70.0,Saída,Dinheiro,,
2024-09-11,0.0,Entrada,Conta,Convenios,SESI
2024-09-11,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-11,799.0,Saída,Pagamentos, ,Santander
2024-09-11,323.0,Saída,Comissões,Pix,
2024-09-11,114.53,Reforço,,,
2024-09-11,0.0,Entrada,Laboratorio,Pix,
2024-09-11,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-11,76.81999999999994,Saída,Pagamentos,Tarifa,Santander
2024-09-11,195.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-11,3487.0,Saída,Comissões,,
2024-09-11,0.0,Entrada,Conta,Convenios,IPES
2024-09-11,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-11,2932.0,Entrada,Clinica,Dinheiro,
2024-09-11,1160.0,Entrada,Clinica,Crédito,Santander
2024-09-11,0.0,Saída,Pagamentos, ,C6
2024-09-11,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-11,1135.0,Entrada,Clinica,Pix,
2024-09-11,0.0,Saída,Pix,,
2024-09-11,0.0,Entrada,Laboratorio,Crédito,Santander
2024-09-11,21.99,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-11,0.0,Entrada,Clinica,Débito,Santander
2024-09-11,0.0,Entrada,Conta,Convenios,SUS
2024-09-11,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-11,610.0,Entrada,Laboratorio,Dinheiro,
2024-09-12,839.0,Saída,Comissões,,
2024-09-12,0.0,Saída,Pix,,
2024-09-12,99.53,Reforço,,,
2024-09-12,460.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-12,0.0,Entrada,Conta,Convenios,SUS
2024-09-12,0.0,Entrada,Conta,Convenios,IPES
2024-09-12,120.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-12,224.0,Entrada,Clinica,Pix,
2024-09-12,214.0,Entrada,Laboratorio,Pix,
2024-09-12,496.0,Entrada,Laboratorio,Dinheiro,
2024-09-12,273.0,Saída,Dinheiro,,
2024-09-12,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-12,32.97000000000003,Saída,Pagamentos,Tarifa,Santander
2024-09-12,0.0,Saída,Pagamentos, ,C6
2024-09-12,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-12,623.0,Saída,Comissões,Pix,
2024-09-12,250.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-12,0.0,Entrada,Conta,Convenios,SESI
2024-09-12,1108.01,Saída,Pagamentos, ,Santander
2024-09-12,146.09,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-12,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-12,400.0,Entrada,Clinica,Crédito,Santander
2024-09-12,0.0,Entrada,Clinica,Débito,Santander
2024-09-12,166.1,Entrada,Laboratorio,Crédito,Santander
2024-09-12,650.0,Entrada,Clinica,Dinheiro,
2024-09-13,0.0,Saída,Pagamentos, ,C6
2024-09-13,0.0,Saída,Pix,,
2024-09-13,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-13,1586.0,Saída,Comissões,,
2024-09-13,29.7,Entrada,Laboratorio,Crédito,Santander
2024-09-13,0.0,Entrada,Laboratorio,Pix,
2024-09-13,45.25999999999999,Saída,Pagamentos,Tarifa,Santander
2024-09-13,550.0,Saída,Comissões,Pix,
2024-09-13,95.5,Reforço,,,
2024-09-13,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-13,1384.0,Entrada,Clinica,Dinheiro,
2024-09-13,30.0,Saída,Dinheiro,,
2024-09-13,880.0,Entrada,Clinica,Crédito,Santander
2024-09-13,370.0,Entrada,Clinica,Pix,
2024-09-13,0.0,Entrada,Clinica,Débito,Santander
2024-09-13,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-13,0.0,Entrada,Conta,Convenios,SUS
2024-09-13,0.0,Entrada,Conta,Convenios,SESI
2024-09-13,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-13,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-13,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-13,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-13,230.0,Entrada,Laboratorio,Dinheiro,
2024-09-13,12181.91,Saída,Pagamentos, ,Santander
2024-09-13,0.0,Entrada,Conta,Convenios,IPES
2024-09-14,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-14,150.0,Entrada,Clinica,Dinheiro,
2024-09-14,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-14,0.0,Saída,Comissões,,
2024-09-14,0.0,Entrada,Conta,Convenios,SESI
2024-09-14,192.0,Saída,Dinheiro,,
2024-09-14,530.0,Entrada,Laboratorio,Pix,
2024-09-14,0.0,Entrada,Conta,Convenios,SUS
2024-09-14,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-14,0.0,Entrada,Clinica,Débito,Santander
2024-09-14,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-14,0.0,Saída,Pagamentos, ,C6
2024-09-14,0.0,Entrada,Conta,Convenios,IPES
2024-09-14,0.0,Saída,Pagamentos, ,Santander
2024-09-14,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-14,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-14,93.5,Reforço,,,
2024-09-14,563.0,Saída,Comissões,Pix,
2024-09-14,0.0,Saída,Pagamentos,Tarifa,Santander
2024-09-14,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-14,0.0,Entrada,Laboratorio,Dinheiro,
2024-09-14,0.0,Saída,Pix,,
2024-09-14,142.0,Entrada,Clinica,Pix,
2024-09-14,0.0,Entrada,Laboratorio,Crédito,Santander
2024-09-14,0.0,Entrada,Clinica,Crédito,Santander
2024-09-16,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-16,174.0,Entrada,Laboratorio,Pix,
2024-09-16,81.24,Saída,Dinheiro,,
2024-09-16,51.5,Reforço,,,
2024-09-16,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-16,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-16,0.0,Entrada,Conta,Convenios,SUS
2024-09-16,640.0,Saída,Pagamentos, ,Santander
2024-09-16,0.0,Entrada,Conta,Convenios,SESI
2024-09-16,665.47,Saída,Pix,,
2024-09-16,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-16,0.0,Saída,Pagamentos,Tarifa,Santander
2024-09-16,0.0,Entrada,Clinica,Débito,Santander
2024-09-16,0.0,Saída,Pagamentos, ,C6
2024-09-16,0.0,Entrada,Clinica,Dinheiro,
2024-09-16,130.0,Entrada,Laboratorio,Dinheiro,
2024-09-16,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-16,0.0,Saída,Comissões,,
2024-09-16,0.0,Entrada,Laboratorio,Crédito,Santander
2024-09-16,0.0,Entrada,Conta,Convenios,IPES
2024-09-16,0.0,Entrada,Clinica,Crédito,Santander
2024-09-16,0.0,Saída,Comissões,Pix,
2024-09-16,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-16,0.0,Entrada,Clinica,Pix,
2024-09-16,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-17,860.0,Entrada,Clinica,Pix,
2024-09-17,9240.0,Entrada,Conta,Convenios,SESI
2024-09-17,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-17,603.0,Entrada,Laboratorio,Dinheiro,
2024-09-17,892.0,Entrada,Clinica,Dinheiro,
2024-09-17,0.0,Saída,Pagamentos, ,C6
2024-09-17,175.0,Entrada,Clinica,Crédito,Santander
2024-09-17,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-17,0.0,Entrada,Clinica,Débito,Santander
2024-09-17,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-17,4813.22,Saída,Pagamentos, ,Santander
2024-09-17,0.0,Entrada,Laboratorio,Crédito,Santander
2024-09-17,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-17,1597.5,Saída,Comissões,,
2024-09-17,100.0,Reforço,,,
2024-09-17,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-17,384.0,Saída,Comissões,Pix,
2024-09-17,379.0,Entrada,Laboratorio,Pix,
2024-09-17,0.0,Saída,Pix,,
2024-09-17,9.919999999999987,Saída,Pagamentos,Tarifa,Santander
2024-09-17,0.0,Saída,Dinheiro,,
2024-09-17,0.0,Entrada,Conta,Convenios,SUS
2024-09-17,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-17,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-17,0.0,Entrada,Conta,Convenios,IPES
2024-09-18,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-18,1190.0,Entrada,Clinica,Dinheiro,
2024-09-18,22602.92,Entrada,Conta,Convenios,SUS
2024-09-18,154.0,Entrada,Laboratorio,Dinheiro,
2024-09-18,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-18,1212.0,Saída,Comissões,,
2024-09-18,0.0,Saída,Pix,,
2024-09-18,1243.45,Saída,Pagamentos, ,Santander
2024-09-18,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-18,29.159999999999968,Saída,Pagamentos,Tarifa,Santander
2024-09-18,542.5,Entrada,Clinica,Pix,
2024-09-18,229.9,Entrada,Laboratorio,Crédito,Santander
2024-09-18,387.08,Entrada,Laboratorio,Pix,
2024-09-18,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-18,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-18,724.0,Saída,Comissões,Pix,
2024-09-18,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-18,0.0,Entrada,Conta,Convenios,IPES
2024-09-18,0.0,Entrada,Clinica,Débito,Santander
2024-09-18,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-18,-2.5,Reforço,,,
2024-09-18,0.0,Entrada,Conta,Convenios,SESI
2024-09-18,290.0,Entrada,Clinica,Crédito,Santander
2024-09-18,100.0,Saída,Dinheiro,,
2024-09-18,652.78,Saída,Pagamentos, ,C6
2024-09-19,0.0,Saída,Pix,,
2024-09-19,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-19,700.0,Saída,Comissões,Pix,
2024-09-19,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-19,47.0,Saída,Dinheiro,,
2024-09-19,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-19,2364.0,Saída,Comissões,,
2024-09-19,22.55000000000001,Saída,Pagamentos,Tarifa,Santander
2024-09-19,8039.28,Saída,Pagamentos, ,C6
2024-09-19,0.0,Entrada,Conta,Convenios,IPES
2024-09-19,0.0,Entrada,Conta,Convenios,SESI
2024-09-19,0.0,Entrada,Conta,Convenios,SUS
2024-09-19,520.7,Saída,Pagamentos, ,Santander
2024-09-19,370.0,Entrada,Clinica,Crédito,Santander
2024-09-19,345.0,Entrada,Laboratorio,Dinheiro,
2024-09-19,51.0,Entrada,Laboratorio,Pix,
2024-09-19,2199.0,Entrada,Clinica,Dinheiro,
2024-09-19,200.0,Entrada,Clinica,Débito,Santander
2024-09-19,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-19,354.0,Entrada,Clinica,Pix,
2024-09-19,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-19,17.6,Entrada,Laboratorio,Crédito,Santander
2024-09-19,29.5,Reforço,,,
2024-09-19,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-19,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-20,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-20,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-20,162.5,Reforço,,,
2024-09-20,140.0,Saída,Dinheiro,,
2024-09-20,145.9,Entrada,Laboratorio,Crédito,Santander
2024-09-20,710.0,Entrada,Clinica,Dinheiro,
2024-09-20,1243.0,Saída,Comissões,,
2024-09-20,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-20,0.0,Saída,Pagamentos, ,Santander
2024-09-20,665.0,Entrada,Laboratorio,Dinheiro,
2024-09-20,79.97000000000003,Saída,Pagamentos,Tarifa,Santander
2024-09-20,0.0,Saída,Pix,,
2024-09-20,0.0,Entrada,Laboratorio,Pix,
2024-09-20,0.0,Entrada,Conta,Convenios,IPES
2024-09-20,1850.0,Saída,Pagamentos, ,C6
2024-09-20,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-20,0.0,Entrada,Conta,Convenios,SUS
2024-09-20,140.0,Entrada,Clinica,Crédito,Santander
2024-09-20,0.0,Entrada,Conta,Convenios,SESI
2024-09-20,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-20,0.0,Entrada,Clinica,Débito,Santander
2024-09-20,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-20,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-20,295.0,Entrada,Clinica,Pix,
2024-09-20,0.0,Saída,Comissões,Pix,
2024-09-21,0.0,Saída,Pix,,
2024-09-21,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-21,154.5,Reforço,,,
2024-09-21,0.0,Saída,Pagamentos, ,C6
2024-09-21,583.8,Entrada,Laboratorio,Crédito,Santander
2024-09-21,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-21,0.0,Entrada,Clinica,Débito,Santander
2024-09-21,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-21,1845.09,Saída,Pagamentos, ,Santander
2024-09-21,0.0,Entrada,Clinica,Crédito,Santander
2024-09-21,0.0,Saída,Comissões,,
2024-09-21,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-21,0.0,Saída,Pagamentos,Tarifa,Santander
2024-09-21,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-21,0.0,Entrada,Conta,Convenios,SUS
2024-09-21,245.0,Saída,Comissões,Pix,
2024-09-21,0.0,Entrada,Laboratorio,Dinheiro,
2024-09-21,0.0,Entrada,Clinica,Pix,
2024-09-21,0.0,Entrada,Conta,Convenios,IPES
2024-09-21,0.0,Entrada,Clinica,Dinheiro,
2024-09-21,0.0,Entrada,Conta,Convenios,SESI
2024-09-21,0.0,Saída,Dinheiro,,
2024-09-21,120.0,Entrada,Laboratorio,Pix,
2024-09-21,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-21,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-23,103.0,Entrada,Laboratorio,Pix,
2024-09-23,305.0,Saída,Dinheiro,,
2024-09-23,52.120000000000005,Saída,Pagamentos,Tarifa,Santander
2024-09-23,0.0,Saída,Comissões,Pix,
2024-09-23,31033.78,Entrada,Conta,Convenios,IPES
2024-09-23,967.0,Entrada,Clinica,Dinheiro,
2024-09-23,100.0,Entrada,Clinica,Pix,
2024-09-23,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-23,3.0,Saída,Pix,,
2024-09-23,14512.19,Saída,Pagamentos, ,Santander
2024-09-23,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-23,0.0,Entrada,Conta,Convenios,SESI
2024-09-23,261.0,Entrada,Laboratorio,Dinheiro,
2024-09-23,154.5,Reforço,,,
2024-09-23,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-23,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-23,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-23,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-23,697.0,Entrada,Clinica,Crédito,Santander
2024-09-23,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-23,0.0,Saída,Pagamentos, ,C6
2024-09-23,0.0,Entrada,Clinica,Débito,Santander
2024-09-23,1050.0,Saída,Comissões,,
2024-09-23,0.0,Entrada,Laboratorio,Crédito,Santander
2024-09-23,0.0,Entrada,Conta,Convenios,SUS
2024-09-24,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-24,0.0,Saída,Pix,,
2024-09-24,452.0,Saída,Comissões,,
2024-09-24,0.0,Saída,Pagamentos, ,Santander
2024-09-24,0.0,Entrada,Conta,Convenios,SESI
2024-09-24,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-24,325.0,Entrada,Laboratorio,Dinheiro,
2024-09-24,0.0,Entrada,Clinica,Débito,Santander
2024-09-24,130.0,Entrada,Clinica,Pix,
2024-09-24,0.0,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-24,594.0,Entrada,Clinica,Dinheiro,
2024-09-24,0.0,Saída,Pagamentos,Tarifa,Santander
2024-09-24,0.0,Saída,Pagamentos, ,C6
2024-09-24,0.0,Entrada,Conta,Convenios,IPES
2024-09-24,27.5,Reforço,,,
2024-09-24,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-24,0.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-24,0.0,Saída,Comissões,Pix,
2024-09-24,0.0,Saída,Dinheiro,,
2024-09-24,0.0,Entrada,Clinica,Crédito,Santander
2024-09-24,0.0,Entrada,Conta,Convenios,SUS
2024-09-24,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-24,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-24,150.0,Entrada,Laboratorio,Pix,
2024-09-24,0.0,Entrada,Laboratorio,Crédito,Santander
2024-09-25,0.0,Saída,Pagamentos, ,C6
2024-09-25,0.0,Entrada,Conta,Convenios,SESI
2024-09-25,966.4,Saída,Comissões,Pix,
2024-09-25,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-25,105.43,Saída,Pagamentos,Tarifa,Mercado Pago
2024-09-25,0.0,Entrada,Conta,Convenios,IPES
2024-09-25,0.0,Saída,Pix,,
2024-09-25,670.0,Entrada,Clinica,Dinheiro,
2024-09-25,855.0,Entrada,Clinica,Crédito,Mercado Pago
2024-09-25,0.0,Entrada,Conta,Convenios,SUS
2024-09-25,0.0,Entrada,Clinica,Débito,Santander
2024-09-25,0.0,Entrada,Clinica,Crédito,Santander
2024-09-25,0.0,Entrada,Clinica,Pix,
2024-09-25,0.0,Entrada,Laboratorio,Crédito,Santander
2024-09-25,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-25,0.0,Saída,Pagamentos,Tarifa,Santander
2024-09-25,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-25,484.0,Saída,Comissões,,
2024-09-25,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-25,494.5,Reforço,,,
2024-09-25,25.0,Entrada,Laboratorio,Pix,
2024-09-25,774.0,Saída,Dinheiro,,
2024-09-25,4000.0,Saída,Pagamentos, ,Santander
2024-09-25,0.0,Saída,Pagamentos,Financiamento,BNB
2024-09-25,200.0,Entrada,Laboratorio,Dinheiro,
2024-09-26,0.0,Entrada,Clinica,Débito,Mercado Pago
2024-09-26,2750.0,Saída,Comissões,,
2024-09-26,825.0,Entrada,Clinica,Pix,
2024-09-26,106.5,Reforço,,,
2024-09-26,0.0,Entrada,Laboratorio,Débito,Santander
2024-09-26,676.0,Saída,Comissões,Pix,
2024-09-26,0.0,Entrada,Laboratorio,Crédito,Mercado Pago
2024-09-26,690.0,Entrada,Clinica,Crédito,Santander
2024-09-26,0.0,Entrada,Laboratorio,Débito,Mercado Pago
2024-09-26,0.0,Saída,Dinheiro,,
2024-09-26,0.0,Entrada,Conta,Convenios,SESI
